class_name;project_name;class_id;class_path;sonar_td_minutes;squore_td_minutes;cast_td_minutes;commits_count;code_churn_avg;contributors_count;contributors_experience;hunks_count;issue_tracker_issues;cbo;wmc;dit;rfc;lcom;total_methods;max_nested_blocks;total_variables;total_refactorings;duplicated_lines;comment_lines;ncloc;high-TD
RouteTableHandler.java;jclouds;AW-Z-EAarInABnR0cQTt;providers/aws-ec2/src/main/java/org/jclouds/aws/ec2/xml/RouteTableHandler.java;0;72;931.2;1;116;1;100;1;0;10;22;3;23;0;5;1;8;0;0;17;86;0
RsaSshKeyPairGenerator.java;jclouds;AW-Z-EAorInABnR0cQZO;compute/src/main/java/org/jclouds/ssh/internal/RsaSshKeyPairGenerator.java;0;0;232.8;5;9;3;49.45;2;0;5;2;1;3;0;2;0;2;1;0;16;23;0
RunInstancesResponseHandler.java;jclouds;AW-Z-EDRrInABnR0cRRb;apis/ec2/src/main/java/org/jclouds/ec2/xml/RunInstancesResponseHandler.java;0;0;481.8;26;2;8;48.98;2;1;6;2;5;1;1;2;0;0;17;0;23;17;0
RunList.java;jclouds;AW-Z-EAzrInABnR0cQdX;scriptbuilder/src/main/java/org/jclouds/scriptbuilder/domain/chef/RunList.java;0;0;931.2;3;33;3;77.27;1;2;2;4;1;5;0;4;0;1;0;0;19;63;0
RunListBuilder.java;jclouds;AW-Z-EDarInABnR0cRU0;apis/chef/src/main/java/org/jclouds/chef/util/RunListBuilder.java;0;0;436.5;6;28;4;51.29;1.5;1;2;5;1;8;4;5;0;1;0;0;31;39;0
RunScriptOnNode.java;jclouds;AW-Z-EAirInABnR0cQWp;compute/src/main/java/org/jclouds/compute/callables/RunScriptOnNode.java;0;0;349.2;10;7;5;76.22;2;10;5;4;1;0;6;4;0;0;36;0;33;22;0
S3.java;jclouds;AW-Z-EDhrInABnR0cRXR;apis/s3/src/main/java/org/jclouds/s3/S3.java;0;0;510.9;3;27;3;73.91;1;97;8;1;1;3;0;1;0;0;0;0;40;33;0
S3ApiMetadata.java;jclouds;AW-Z-EDhrInABnR0cRXU;apis/s3/src/main/java/org/jclouds/s3/S3ApiMetadata.java;0;7.5;1898.1;26;5;9;61.59;2;0;6;4;8;5;6;4;0;1;59;0;31;77;0
S3BlobStoreContext.java;jclouds;AW-Z-EDirInABnR0cRXn;apis/s3/src/main/java/org/jclouds/s3/blobstore/S3BlobStoreContext.java;0;0;116.4;23;1;5;84.64;3;0;4;1;1;0;0;1;0;0;0;0;16;9;0
S3BlobStoreContextImpl.java;jclouds;AW-Z-EDirInABnR0cRXq;apis/s3/src/main/java/org/jclouds/s3/blobstore/internal/S3BlobStoreContextImpl.java;0;22.5;481.8;9;5;4;63.76;2;0;12;2;3;2;1;2;0;0;21;0;16;25;0
S3BlobStoreContextModule.java;jclouds;AW-Z-EDirInABnR0cRXs;apis/s3/src/main/java/org/jclouds/s3/blobstore/config/S3BlobStoreContextModule.java;0;0;569.1;44;2;8;59.63;3;1;16;3;2;8;3;3;0;0;31;0;16;39;0
S3Constants.java;jclouds;AW-Z-EDjrInABnR0cRX_;apis/s3/src/main/java/org/jclouds/s3/reference/S3Constants.java;0;7.5;444.6;32;1;6;59.57;1;0;0;1;1;0;0;1;0;8;1;0;22;14;0
S3Fallbacks.java;jclouds;AW-Z-EDhrInABnR0cRXV;apis/s3/src/main/java/org/jclouds/s3/S3Fallbacks.java;0;33;905.4;21;2;5;37.89;3;0;1;1;1;0;0;1;0;0;18;0;16;24;0
S3Headers.java;jclouds;AW-Z-EDjrInABnR0cRYA;apis/s3/src/main/java/org/jclouds/s3/reference/S3Headers.java;0;7.5;590.1;18;7;6;41.36;2;0;0;1;1;0;0;1;0;21;1;0;77;27;0
S3HttpApiModule.java;jclouds;AW-Z-EDgrInABnR0cRXB;apis/s3/src/main/java/org/jclouds/s3/config/S3HttpApiModule.java;0;70;2331.3;65;4;13;45.25;3;0;38;22;5;20;171;19;1;2;37;0;25;216;0
S3Object.java;jclouds;AW-Z-EDjrInABnR0cRYS;apis/s3/src/main/java/org/jclouds/s3/domain/S3Object.java;0;0;407.4;27;2;7;94.78;2;1;5;5;1;0;10;5;0;0;1;0;24;14;0
S3ObjectModule.java;jclouds;AW-Z-EDgrInABnR0cRXE;apis/s3/src/main/java/org/jclouds/s3/config/S3ObjectModule.java;0;0;1080;14;4;5;56.31;2.5;0;6;2;2;5;1;2;0;0;1;0;24;27;0
S3ParserModule.java;jclouds;AW-Z-EDgrInABnR0cRXC;apis/s3/src/main/java/org/jclouds/s3/config/S3ParserModule.java;0;0;452.7;7;4;3;68.57;1;0;3;1;2;2;0;1;0;0;1;0;16;10;0
S3RedirectionRetryHandler.java;jclouds;AW-Z-EDjrInABnR0cRX7;apis/s3/src/main/java/org/jclouds/s3/handlers/S3RedirectionRetryHandler.java;0;47.5;291;23;3;4;38.46;2;1;14;7;2;20;0;2;3;4;7;0;21;45;0
SaveAlarmOptions.java;jclouds;AW-Z-EBvrInABnR0cQsh;apis/cloudwatch/src/main/java/org/jclouds/cloudwatch/options/SaveAlarmOptions.java;0;0;1212.6;4;75;3;88.92;2;0;7;30;2;15;171;19;1;4;0;0;157;119;0
SaveHttpResponseTo.java;jclouds;AW-Z-EAyrInABnR0cQdE;scriptbuilder/src/main/java/org/jclouds/scriptbuilder/domain/SaveHttpResponseTo.java;0;7.5;423.6;9;7;4;80.84;2;0;3;1;2;6;0;1;0;1;2;0;30;26;0
ScheduledExecutorServiceModule.java;jclouds;AW-Z-EBGrInABnR0cQks;core/src/main/java/org/jclouds/concurrent/config/ScheduledExecutorServiceModule.java;0;0;743.7;8;9;6;65.08;2;0;10;5;2;10;6;4;0;1;25;0;24;42;0
ScriptBuilder.java;jclouds;AW-Z-EAyrInABnR0cQc6;scriptbuilder/src/main/java/org/jclouds/scriptbuilder/ScriptBuilder.java;0;16;1413;22;8;7;56.35;3;13;12;17;1;39;39;11;2;9;36;0;41;108;0
ScriptStatusReturnsZero.java;jclouds;AW-Z-EAgrInABnR0cQWD;compute/src/main/java/org/jclouds/compute/predicates/ScriptStatusReturnsZero.java;0;1;1262.7;10;6;4;49.41;2;0;7;4;1;6;1;2;1;2;7;0;20;34;0
ScriptStillRunningException.java;jclouds;AW-Z-EAirInABnR0cQWs;compute/src/main/java/org/jclouds/compute/callables/ScriptStillRunningException.java;0;7.5;291;6;8;5;65.09;1.5;0;3;3;4;3;0;3;0;1;6;0;16;24;0
SectionHandler.java;jclouds;AW-Z-EAnrInABnR0cQY0;compute/src/main/java/org/jclouds/ovf/xml/SectionHandler.java;0;17.5;465.6;8;9;4;74.31;1.5;0;9;6;3;7;0;5;1;3;8;0;16;43;0
SecurityGroupApi.java;jclouds;AW-Z-EDOrInABnR0cRQV;apis/ec2/src/main/java/org/jclouds/ec2/features/SecurityGroupApi.java;0;0;29.1;23;15;8;48.11;2;3;24;9;1;0;36;9;0;0;8;0;237;103;0
SecurityGroupBuilder.java;jclouds;AW-Z-EAjrInABnR0cQXW;compute/src/main/java/org/jclouds/compute/domain/SecurityGroupBuilder.java;0;0;1608.6;3;38;2;94.57;1;2;8;15;3;32;81;15;0;2;0;0;16;78;0
SecurityGroupExtension.java;jclouds;AW-Z-EAlrInABnR0cQXv;compute/src/main/java/org/jclouds/compute/extensions/SecurityGroupExtension.java;0;0;320.1;5;38;3;94.9;1;22;6;15;1;0;105;15;0;0;0;0;137;32;0
SecurityGroupInRegion.java;jclouds;AW-Z-EC_rInABnR0cRKi;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/domain/regionscoped/SecurityGroupInRegion.java;0;0;407.4;11;7;6;36.99;1;2;7;6;2;15;0;5;1;3;2;0;26;41;0
SecuritySshKey.java;jclouds;AW-Z-D_erInABnR0cP9G;providers/softlayer/src/main/java/org/jclouds/softlayer/domain/SecuritySshKey.java;0;37;1666.8;1;200;1;100;1;0;3;16;1;8;0;13;1;8;0;0;37;132;0
Segment.java;jclouds;AW-Z-EB7rInABnR0cQxF;apis/openstack-swift/src/main/java/org/jclouds/openstack/swift/v1/domain/Segment.java;0;30;910.2;3;45;2;98.59;1;29;4;11;1;11;30;9;1;4;0;0;39;78;0
SelectJson.java;jclouds;AW-Z-EBkrInABnR0cQoM;core/src/main/java/org/jclouds/rest/annotations/SelectJson.java;0;0;29.1;5;8;3;67.29;2;2;;;;;;;;;0;0;24;10;0
SendMessageBatchResponseHandler.java;jclouds;AW-Z-EBzrInABnR0cQt5;apis/sqs/src/main/java/org/jclouds/sqs/xml/SendMessageBatchResponseHandler.java;0;0;423.6;4;9;3;57.14;1;0;5;1;5;0;0;1;0;0;1;0;21;10;0
SendMessageBatchResultEntryHandler.java;jclouds;AW-Z-EBzrInABnR0cQt3;apis/sqs/src/main/java/org/jclouds/sqs/xml/SendMessageBatchResultEntryHandler.java;0;20;465.6;8;9;3;63.79;1;0;5;6;4;15;0;3;1;3;1;0;21;39;0
SerializedNames.java;jclouds;AW-Z-EBmrInABnR0cQpE;core/src/main/java/org/jclouds/json/SerializedNames.java;0;0;29.1;3;18;1;100;1;6;;;;;;;;;0;0;39;10;0
SerializeRRS.java;jclouds;AW-Z-ECGrInABnR0cQ07;apis/route53/src/main/java/org/jclouds/route53/functions/SerializeRRS.java;0;10.5;510.9;7;8;2;97.44;2;0;5;6;1;23;0;1;2;3;3;0;17;38;0
Server.java;jclouds;AW-Z-EAvrInABnR0cQb3;skeletons/standalone-compute/src/main/java/org/jclouds/servermanager/Server.java;0;43.5;2483.4;9;8;4;63.23;2;205;2;5;1;5;0;3;1;11;2;0;19;48;0
ServerAdminApi.java;jclouds;AW-Z-EDArInABnR0cRLH;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/extensions/ServerAdminApi.java;0;0;87.3;12;16;7;35.65;2;0;19;11;1;0;55;11;0;0;371;0;84;91;0
ServerApi.java;jclouds;AW-Z-D_4rInABnR0cQG7;providers/profitbricks/src/main/java/org/jclouds/profitbricks/features/ServerApi.java;0;0;58.2;3;55;1;100;5;9;24;8;1;0;28;8;0;0;0;0;85;70;0
ServerApi.java;jclouds;AW-Z-EABrInABnR0cQKQ;providers/glesys/src/main/java/org/jclouds/glesys/features/ServerApi.java;0;0;378.3;25;12;7;42.46;2;9;32;18;1;0;153;18;0;0;373;0;131;157;0
ServerCreated.java;jclouds;AW-Z-EC_rInABnR0cRKZ;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/domain/ServerCreated.java;0;22;1151.1;15;8;6;56.62;1;4;8;11;3;11;0;8;1;3;30;0;35;72;0
ServerDetailsToNodeMetadata.java;jclouds;AW-Z-EAArInABnR0cQKK;providers/glesys/src/main/java/org/jclouds/glesys/compute/functions/ServerDetailsToNodeMetadata.java;0;25;843.9;17;9;5;74.05;3;0;25;7;1;59;0;3;1;10;15;0;17;116;0
ServerError.java;jclouds;AW-Z-EBMrInABnR0cQm2;core/src/main/java/org/jclouds/http/annotation/ServerError.java;0;0;29.1;11;3;4;49.67;2;0;;;;;;;;;0;0;20;13;0
ServerExtendedAttributes.java;jclouds;AW-Z-EC-rInABnR0cRKE;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/domain/ServerExtendedAttributes.java;0;22;1741.2;12;13;6;73.45;2.5;0;6;13;2;9;0;10;1;4;48;0;34;94;0
ServerIdOnlyResponseHandler.java;jclouds;AW-Z-D_5rInABnR0cQHd;providers/profitbricks/src/main/java/org/jclouds/profitbricks/http/parser/server/ServerIdOnlyResponseHandler.java;0;1;320.1;2;26;1;100;2.5;0;2;5;5;4;4;4;1;1;1;0;21;22;0
ServerImageState.java;jclouds;AW-Z-D_RrInABnR0cP4P;providers/gogrid/src/main/java/org/jclouds/gogrid/domain/ServerImageState.java;0;11;320.1;10;4;4;40;1;0;1;5;1;3;0;3;2;1;1;0;16;22;0
ServerImageToImage.java;jclouds;AW-Z-D_QrInABnR0cP31;providers/gogrid/src/main/java/org/jclouds/gogrid/compute/functions/ServerImageToImage.java;0;25;582;17;6;4;90.35;2;0;15;9;1;27;0;3;3;14;6;0;17;70;0
ServerImageType.java;jclouds;AW-Z-D_SrInABnR0cP4V;providers/gogrid/src/main/java/org/jclouds/gogrid/domain/ServerImageType.java;0;11;320.1;9;5;4;40.34;1;0;1;5;1;3;0;3;2;1;1;0;16;21;0
ServerInfoResponseHandler.java;jclouds;AW-Z-D_5rInABnR0cQHe;providers/profitbricks/src/main/java/org/jclouds/profitbricks/http/parser/server/ServerInfoResponseHandler.java;0;32.5;992.7;4;17;2;92.93;3.5;0;9;9;6;12;3;3;4;1;10;0;16;43;0
ServerInfoToNodeMetadata.java;jclouds;AW-Z-EB1rInABnR0cQu5;apis/elasticstack/src/main/java/org/jclouds/elasticstack/compute/functions/ServerInfoToNodeMetadata.java;0;15;1164;25;7;7;72.12;2;0;23;4;1;46;0;2;2;9;37;0;22;139;0
ServerInRegion.java;jclouds;AW-Z-EC_rInABnR0cRKg;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/domain/regionscoped/ServerInRegion.java;0;0;320.1;9;6;4;50;1;0;4;4;2;6;0;4;0;1;3;0;18;22;0
ServerInRegionToNodeMetadata.java;jclouds;AW-Z-EC9rInABnR0cRJt;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/compute/functions/ServerInRegionToNodeMetadata.java;0;65;1288.5;25;9;9;62.2;2;1;27;15;1;60;4;5;2;14;10;0;22;167;0
ServerLatestJobCompleted.java;jclouds;AW-Z-D_QrInABnR0cP33;providers/gogrid/src/main/java/org/jclouds/gogrid/predicates/ServerLatestJobCompleted.java;0;0;598.2;10;6;5;44.95;2.5;2;8;2;1;7;0;2;0;3;5;0;23;30;0
ServerListResponseHandler.java;jclouds;AW-Z-D_5rInABnR0cQHb;providers/profitbricks/src/main/java/org/jclouds/profitbricks/http/parser/server/ServerListResponseHandler.java;0;21.5;868.2;6;15;3;81.02;2;0;10;12;6;18;0;4;5;2;15;0;17;59;0
ServerloveImagesModule.java;jclouds;AW-Z-EAHrInABnR0cQMa;providers/serverlove-z1-man/src/main/java/org/jclouds/serverlove/config/ServerloveImagesModule.java;0;0;423.6;2;18;2;95;1;0;3;1;2;3;0;1;0;0;0;0;19;11;0
ServerManagerApiMetadata.java;jclouds;AW-Z-EAvrInABnR0cQb0;skeletons/standalone-compute/src/main/java/org/jclouds/servermanager/ServerManagerApiMetadata.java;0;0;1175.4;12;6;7;52.26;1;0;5;3;3;1;3;3;0;0;15;0;19;41;0
ServerManagerComputeServiceContextModule.java;jclouds;AW-Z-EAvrInABnR0cQbs;skeletons/standalone-compute/src/main/java/org/jclouds/servermanager/compute/config/ServerManagerComputeServiceContextModule.java;0;15;394.5;11;5;4;78.62;2;0;14;1;4;4;0;1;0;0;1;0;17;34;0
ServerManagerHardwareToHardware.java;jclouds;AW-Z-EAvrInABnR0cQbv;skeletons/standalone-compute/src/main/java/org/jclouds/servermanager/compute/functions/ServerManagerHardwareToHardware.java;0;0;693.6;5;9;3;72.32;2;0;7;1;1;8;0;1;0;1;0;0;16;22;0
ServerManagerImageToImage.java;jclouds;AW-Z-EAvrInABnR0cQbw;skeletons/standalone-compute/src/main/java/org/jclouds/servermanager/compute/functions/ServerManagerImageToImage.java;0;0;693.6;7;8;3;76.15;2;0;9;2;1;11;0;1;1;3;0;0;16;34;0
ServerState.java;jclouds;AW-Z-D_SrInABnR0cP4g;providers/gogrid/src/main/java/org/jclouds/gogrid/domain/ServerState.java;0;20;261.9;10;4;4;76.19;2;0;1;4;1;5;3;3;1;0;1;0;16;20;0
ServerStatus.java;jclouds;AW-Z-EB2rInABnR0cQvQ;apis/elasticstack/src/main/java/org/jclouds/elasticstack/domain/ServerStatus.java;0;20;261.9;8;5;4;69.64;1.5;0;1;4;1;6;3;3;1;0;1;0;16;19;0
ServerToNodeMetadata.java;jclouds;AW-Z-D_QrInABnR0cP30;providers/gogrid/src/main/java/org/jclouds/gogrid/compute/functions/ServerToNodeMetadata.java;0;8.5;1280.4;28;5;4;91.76;4.5;2;24;7;1;31;0;4;1;11;30;0;16;105;0
ServerToNodeMetadata.java;jclouds;AW-Z-EAvrInABnR0cQbx;skeletons/standalone-compute/src/main/java/org/jclouds/servermanager/compute/functions/ServerToNodeMetadata.java;0;16;677.4;11;9;3;66;2;2;18;3;1;30;0;2;1;8;15;0;17;67;0
ServerWithSecurityGroupsApi.java;jclouds;AW-Z-EDArInABnR0cRLE;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/extensions/ServerWithSecurityGroupsApi.java;0;0;29.1;11;6;6;36.6;3;1;14;1;1;0;0;1;0;0;41;0;33;32;0
ServiceAdminApi.java;jclouds;AW-Z-ECArInABnR0cQzE;apis/openstack-keystone/src/main/java/org/jclouds/openstack/keystone/v2_0/extensions/ServiceAdminApi.java;0;0;203.7;5;24;5;50.66;1;0;28;5;1;0;10;5;0;0;110;0;40;69;0
ServiceApi.java;jclouds;AW-Z-EB_rInABnR0cQyq;apis/openstack-keystone/src/main/java/org/jclouds/openstack/keystone/v2_0/features/ServiceApi.java;0;0;58.2;8;6;6;45.95;1.5;3;10;1;1;0;0;1;0;0;29;0;22;23;0
ServiceFaultResponseHandler.java;jclouds;AW-Z-D_5rInABnR0cQHV;providers/profitbricks/src/main/java/org/jclouds/profitbricks/http/parser/ServiceFaultResponseHandler.java;0;44;611.1;3;24;2;75.23;9;0;8;15;5;17;0;5;6;3;6;0;16;48;0
ServiceFunctionLoader.java;jclouds;AW-Z-EAxrInABnR0cQcu;scriptbuilder/src/main/java/org/jclouds/scriptbuilder/functionloader/osgi/ServiceFunctionLoader.java;0;10;145.5;3;26;3;68.14;3;0;6;8;1;8;0;2;4;5;1;0;29;41;0
ServiceOfferingToHardware.java;jclouds;AW-Z-ECqrInABnR0cRCa;apis/cloudstack/src/main/java/org/jclouds/cloudstack/compute/functions/ServiceOfferingToHardware.java;0;30;540;6;8;3;66.67;1;0;6;1;1;13;0;1;0;0;1;0;23;21;0
ServiceType.java;jclouds;AW-Z-EA7rInABnR0cQgZ;common/openstack/src/main/java/org/jclouds/openstack/services/ServiceType.java;0;7.5;415.5;8;6;5;47.83;1;2;0;1;1;0;0;1;0;5;0;0;39;11;0
ServiceType.java;jclouds;AW-Z-EDcrInABnR0cRVy;apis/rackspace-cloudidentity/src/main/java/org/jclouds/rackspace/cloudidentity/v2_0/ServiceType.java;0;7.5;415.5;10;8;5;30;1;2;0;1;1;0;0;1;0;11;0;0;53;17;0
Session.java;jclouds;AW-Z-D_urInABnR0cQDV;providers/dynect/src/main/java/org/jclouds/dynect/v3/domain/Session.java;0;33;831;7;11;3;93.28;1;13;1;10;1;8;0;7;1;3;1;0;22;41;0
SessionApi.java;jclouds;AW-Z-D_urInABnR0cQDG;providers/dynect/src/main/java/org/jclouds/dynect/v3/features/SessionApi.java;0;0;261.9;6;10;3;97.06;1.5;0;16;3;1;0;3;3;0;0;43;0;21;33;0
SessionApi.java;jclouds;AW-Z-ECrrInABnR0cRC0;apis/cloudstack/src/main/java/org/jclouds/cloudstack/features/SessionApi.java;0;0;29.1;9;9;5;57.76;4;0;11;2;1;0;1;2;0;0;3;0;44;29;0
SessionConnection.java;jclouds;AW-Z-EA2rInABnR0cQeZ;drivers/jsch/src/main/java/org/jclouds/ssh/jsch/SessionConnection.java;0;102;2090.4;13;20;9;51.54;2;3;13;24;1;30;0;13;1;12;12;0;57;172;0
SessionCredentials.java;jclouds;AW-Z-D_urInABnR0cQDT;providers/dynect/src/main/java/org/jclouds/dynect/v3/domain/SessionCredentials.java;0;33;1624.8;8;19;4;86.91;1;0;5;12;3;10;0;9;1;4;1;0;40;86;0
SessionCredentials.java;jclouds;AW-Z-ECIrInABnR0cQ1t;apis/sts/src/main/java/org/jclouds/aws/domain/SessionCredentials.java;0;33;1653.9;9;18;3;98.12;2;0;5;13;3;11;17;10;1;3;8;0;48;92;0
SessionCredentialsHandler.java;jclouds;AW-Z-ECIrInABnR0cQ1z;apis/sts/src/main/java/org/jclouds/aws/xml/SessionCredentialsHandler.java;0;20;494.7;8;9;2;96.1;1;0;7;9;4;12;0;4;2;3;3;0;21;44;0
SessionManager.java;jclouds;AW-Z-D_urInABnR0cQC-;providers/dynect/src/main/java/org/jclouds/dynect/v3/filters/SessionManager.java;0;28.5;1209.3;5;26;2;98.26;1;0;22;14;2;29;0;7;2;10;1;0;28;89;0
SessionPersistence.java;jclouds;AW-Z-ECOrInABnR0cQ37;apis/rackspace-cloudloadbalancers/src/main/java/org/jclouds/rackspace/cloudloadbalancers/v1/domain/SessionPersistence.java;0;20;145.5;5;10;4;42.17;1;0;1;2;1;2;0;1;1;0;1;0;30;15;0
SessionPersistenceApi.java;jclouds;AW-Z-ECNrInABnR0cQ3z;apis/rackspace-cloudloadbalancers/src/main/java/org/jclouds/rackspace/cloudloadbalancers/v1/features/SessionPersistenceApi.java;0;0;29.1;7;12;4;51.13;2;0;17;3;1;0;3;3;0;0;61;0;36;43;0
SetAndThrowAuthorizationExceptionSupplier.java;jclouds;AW-Z-EBjrInABnR0cQoC;core/src/main/java/org/jclouds/rest/suppliers/SetAndThrowAuthorizationExceptionSupplier.java;0;11;473.7;7;9;5;72.86;2;0;4;7;1;6;0;3;2;3;0;0;16;37;0
SetInternetAccessBinder.java;jclouds;AW-Z-D_7rInABnR0cQIB;providers/profitbricks/src/main/java/org/jclouds/profitbricks/binder/nic/SetInternetAccessBinder.java;0;7.5;261.9;1;42;1;100;1;0;2;2;2;6;0;2;0;1;0;0;16;20;0
SetPayload.java;jclouds;AW-Z-EB6rInABnR0cQwi;apis/openstack-swift/src/main/java/org/jclouds/openstack/swift/v1/binders/SetPayload.java;0;7.5;540;2;36;2;97.3;1;5;9;6;1;21;0;1;1;5;0;0;18;42;0
SettingData.java;jclouds;AW-Z-EAmrInABnR0cQYY;compute/src/main/java/org/jclouds/cim/SettingData.java;0;123;1341.9;8;17;4;84.39;2;0;2;22;1;8;0;9;2;5;2;0;42;76;0
SharedKeyLiteAuthentication.java;jclouds;AW-Z-D_SrInABnR0cP4p;providers/gogrid/src/main/java/org/jclouds/gogrid/filters/SharedKeyLiteAuthentication.java;0;0;552.9;22;3;4;57.67;3.5;0;12;4;1;15;0;4;0;6;17;0;16;47;0
SharedKeyLiteAuthentication.java;jclouds;AW-Z-D_nrInABnR0cQAr;providers/azureblob/src/main/java/org/jclouds/azure/storage/filters/SharedKeyLiteAuthentication.java;0;23;1995;42;5;7;66.82;3;0;26;26;1;58;54;13;3;17;1;0;30;151;0
SignatureWire.java;jclouds;AW-Z-EBKrInABnR0cQmT;core/src/main/java/org/jclouds/http/internal/SignatureWire.java;0;0;481.8;12;3;4;61.31;2;0;3;1;2;0;0;1;0;1;8;0;16;14;0
SignRequest.java;jclouds;AW-Z-ECarInABnR0cQ8j;apis/atmos/src/main/java/org/jclouds/atmos/filters/SignRequest.java;0;24;1645.8;38;5;7;47.59;3;0;27;21;1;58;31;10;3;15;33;0;34;134;0
SignUsingTemporaryUrls.java;jclouds;AW-Z-EB6rInABnR0cQwp;apis/openstack-swift/src/main/java/org/jclouds/openstack/swift/v1/blobstore/config/SignUsingTemporaryUrls.java;0;7.5;1180.2;1;67;1;100;1;0;9;3;2;3;3;3;0;0;0;0;16;40;0
SimpleTenantUsageApi.java;jclouds;AW-Z-EDArInABnR0cRK9;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/extensions/SimpleTenantUsageApi.java;0;0;58.2;13;6;8;33.76;2;1;16;2;1;0;1;2;0;0;61;0;29;39;0
SinceApiVersion.java;jclouds;AW-Z-EBjrInABnR0cQoK;core/src/main/java/org/jclouds/rest/annotations/SinceApiVersion.java;0;0;29.1;4;13;3;65.17;1;0;;;;;;;;;0;0;31;15;0
SingleThreaded.java;jclouds;AW-Z-EBGrInABnR0cQku;core/src/main/java/org/jclouds/concurrent/SingleThreaded.java;0;0;29.1;10;3;4;50.76;1.5;2;;;;;;;;;0;0;19;9;0
SizeApi.java;jclouds;AW-Z-D_jrInABnR0cP_J;providers/digitalocean2/src/main/java/org/jclouds/digitalocean2/features/SizeApi.java;0;22.5;1802.7;1;100;1;100;1;1;18;2;2;0;1;2;0;0;0;0;22;66;0
SizeToHardware.java;jclouds;AW-Z-D_krInABnR0cP_R;providers/digitalocean2/src/main/java/org/jclouds/digitalocean2/compute/functions/SizeToHardware.java;0;0;510.9;1;58;1;100;1;0;8;1;1;22;0;1;0;2;0;0;20;31;0
SkipEncoding.java;jclouds;AW-Z-EBkrInABnR0cQoV;core/src/main/java/org/jclouds/rest/annotations/SkipEncoding.java;0;0;29.1;10;3;4;50.37;2;0;;;;;;;;;0;0;19;11;0
SLF4JLoggingModule.java;jclouds;AW-Z-EA1rInABnR0cQd7;drivers/slf4j/src/main/java/org/jclouds/logging/slf4j/config/SLF4JLoggingModule.java;0;0;394.5;6;6;4;66.99;2;14;4;1;3;0;0;1;0;0;3;0;19;12;0
SnapshotApi.java;jclouds;AW-Z-D_4rInABnR0cQG6;providers/profitbricks/src/main/java/org/jclouds/profitbricks/features/SnapshotApi.java;0;0;552.9;1;87;1;100;1;0;25;6;1;0;15;6;0;0;0;0;16;60;0
SnapshotApi.java;jclouds;AW-Z-EAQrInABnR0cQP3;providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/features/SnapshotApi.java;0;0;436.5;13;9;6;48.72;2;0;20;5;3;0;10;5;0;0;119;0;29;67;0
SnapshotApi.java;jclouds;AW-Z-ECqrInABnR0cRCj;apis/cloudstack/src/main/java/org/jclouds/cloudstack/features/SnapshotApi.java;0;0;145.5;13;13;6;58.25;3;0;24;8;1;0;28;8;0;0;9;0;75;84;0
SnapshotCompleted.java;jclouds;AW-Z-EDKrInABnR0cRO2;apis/ec2/src/main/java/org/jclouds/ec2/predicates/SnapshotCompleted.java;0;0;349.2;11;5;5;48.05;2;0;7;3;1;8;0;2;0;2;5;0;20;28;0
SnapshotExtendedAttributes.java;jclouds;AW-Z-ECKrInABnR0cQ2m;apis/openstack-cinder/src/main/java/org/jclouds/openstack/cinder/v1/domain/SnapshotExtendedAttributes.java;0;22;1055.7;1;124;1;100;1;0;5;12;1;9;0;9;1;3;0;0;31;72;0
SnapshotHandler.java;jclouds;AW-Z-EDQrInABnR0cRRB;apis/ec2/src/main/java/org/jclouds/ec2/xml/SnapshotHandler.java;0;33.5;1047.6;20;5;6;44.24;2.5;0;9;15;4;13;0;4;2;15;21;0;16;75;0
SnapshotListResponseHandler.java;jclouds;AW-Z-D_6rInABnR0cQHk;providers/profitbricks/src/main/java/org/jclouds/profitbricks/http/parser/snapshot/SnapshotListResponseHandler.java;0;7.5;502.8;2;27;2;81.25;2.5;0;6;4;6;7;0;3;1;1;4;0;16;28;0
SnapshotResponseHandler.java;jclouds;AW-Z-D_6rInABnR0cQHm;providers/profitbricks/src/main/java/org/jclouds/profitbricks/http/parser/snapshot/SnapshotResponseHandler.java;0;19.5;810;2;24;2;81.36;2.5;0;6;5;6;4;3;3;1;1;4;0;16;25;0
SOAPWrapWithPasswordAuth.java;jclouds;AW-Z-D_ZrInABnR0cP7G;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/filters/SOAPWrapWithPasswordAuth.java;0;0;926.4;7;9;2;97.22;1;0;12;2;1;14;0;2;0;8;1;0;16;38;0
SOARecord.java;jclouds;AW-Z-D_vrInABnR0cQDa;providers/dynect/src/main/java/org/jclouds/dynect/v3/domain/SOARecord.java;0;15;1101;10;10;4;93.1;1;0;8;5;6;5;4;5;0;1;3;0;25;52;0
